#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1A1E72DAFF6DB8BC-2DB551FFA7EC6267
#datatype	hitsFull Results
#status	0
#Start time	2025-02-24T22:46:58	Run time	0:00:00:33
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	465865	60	228	2.61938e-52	168.226	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	465865	60	228	2.61938e-52	168.226	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	408545	67	200	1.21912e-42	141.935	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	408545	67	200	1.21912e-42	141.935	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	408540	84	185	1.8436e-41	138.022	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	408540	84	185	1.8436e-41	138.022	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	465863	73	229	4.66896e-41	139.271	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	465863	73	229	4.66896e-41	139.271	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	436728	125	198	6.96908e-36	122.83	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	480765	125	198	6.96908e-36	122.83	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	462396	73	230	1.81506e-33	119.393	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	462396	73	230	1.81506e-33	119.393	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	436733	68	216	6.9506e-33	118.238	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	436733	68	216	6.9506e-33	118.238	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	465862	72	205	6.56351e-29	106.803	pfam18771	APOBEC3	 - 	cl39019	APOBEC3; APOBEC3 deaminases act as restriction factors in the innate response to retroviruses and various retroelements.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	465862	72	205	6.56351e-29	106.803	cl39019	APOBEC3 superfamily	 - 	 - 	APOBEC3; APOBEC3 deaminases act as restriction factors in the innate response to retroviruses and various retroelements.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	461599	149	228	7.29756e-25	94.0868	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	non-specific	238610	102	146	0.00960028	35.0095	cd01283	cytidine_deaminase	N	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#259 - >ensembl_A1_paralog_Testudines_ENSCPBG00000014327	superfamily	444801	102	146	0.00960028	35.0095	cl00269	cytidine_deaminase-like superfamily	N	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	specific	465865	3	169	2.88114e-44	143.958	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	465865	3	169	2.88114e-44	143.958	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	465854	22	138	2.28698e-42	137.392	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	465854	22	138	2.28698e-42	137.392	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	408545	15	141	1.71128e-38	128.068	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	408545	15	141	1.71128e-38	128.068	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	408540	26	127	2.25884e-38	126.466	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	408540	26	127	2.25884e-38	126.466	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	465863	15	170	1.2955e-31	111.537	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	465863	15	170	1.2955e-31	111.537	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	436728	67	140	1.86899e-28	100.489	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	480765	67	140	1.86899e-28	100.489	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	436733	18	157	2.4271e-25	95.5109	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	436733	18	157	2.4271e-25	95.5109	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	462396	44	157	5.25252e-23	89.347	pfam08210	APOBEC_N	N	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	462396	44	157	5.25252e-23	89.347	cl38258	APOBEC_N superfamily	N	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	461599	91	169	1.00104e-17	73.286	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	specific	238610	31	89	6.56672e-06	43.0986	cd01283	cytidine_deaminase	N	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	444801	31	89	6.56672e-06	43.0986	cl00269	cytidine_deaminase-like superfamily	N	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	non-specific	464170	46	98	0.00156965	37.1822	pfam14424	Toxin-deaminase	N	cl16870	The BURPS668_1122 family of deaminases; A member of the nucleic acid/nucleotide deaminase superfamily prototyped by Burkholderia BURPS668_1122. Members of this family are found as toxins in polymorphic toxin systems in a wide range of bacteria and in the eukaryote Perkinsus. Members of this family typically possess a DxE catalytic motif in Helix-2 of the core fold instead of the more common C[H]xE motif. The Perkinsus versions are predicted to be inactive.
Q#260 - >ensembl_A1_paralog_Squamata_ENSSMRG00000004573	superfamily	464170	46	98	0.00156965	37.1822	cl16870	Toxin-deaminase superfamily	N	 - 	The BURPS668_1122 family of deaminases; A member of the nucleic acid/nucleotide deaminase superfamily prototyped by Burkholderia BURPS668_1122. Members of this family are found as toxins in polymorphic toxin systems in a wide range of bacteria and in the eukaryote Perkinsus. Members of this family typically possess a DxE catalytic motif in Helix-2 of the core fold instead of the more common C[H]xE motif. The Perkinsus versions are predicted to be inactive.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	specific	408545	9	138	8.11785e-56	172.751	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	408545	9	138	8.11785e-56	172.751	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	465854	23	135	1.1797e-54	169.363	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	465854	23	135	1.1797e-54	169.363	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	408540	30	124	1.54145e-51	160.749	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	408540	30	124	1.54145e-51	160.749	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	465865	1	141	2.64103e-42	139.721	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	465865	1	141	2.64103e-42	139.721	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	465863	1	140	5.6034e-35	121.167	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	465863	1	140	5.6034e-35	121.167	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	436733	1	140	2.79703e-30	108.993	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	436733	1	140	2.79703e-30	108.993	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	462396	20	141	9.78289e-29	104.755	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	462396	20	141	9.78289e-29	104.755	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	436728	64	137	1.03797e-25	94.3256	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	480765	64	137	1.03797e-25	94.3256	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	non-specific	461599	88	140	4.12303e-18	74.8268	pfam05240	APOBEC_C	C	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	specific	238610	7	107	1.03814e-06	45.4098	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#261 - >ensembl_A1_Birds_ENSFALG00000023456	superfamily	444801	7	107	1.03814e-06	45.4098	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	specific	465854	33	149	1.07308e-47	151.644	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	465854	33	149	1.07308e-47	151.644	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	non-specific	465865	11	150	1.81238e-40	135.484	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	465865	11	150	1.81238e-40	135.484	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	non-specific	408545	20	150	1.44797e-37	126.527	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	408545	20	150	1.44797e-37	126.527	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	non-specific	465863	17	151	5.3e-36	123.863	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	465863	17	151	5.3e-36	123.863	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	non-specific	408540	37	138	1.21357e-33	115.681	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	408540	37	138	1.21357e-33	115.681	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	non-specific	436728	77	151	1.04396e-31	109.734	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#262 - >ensembl_A1_like_Birds_ENSACCG00020016907	superfamily	480765	77	151	1.04396e-31	109.734	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
